teamNumber,points2017,points2018,points2019,points2022,epa2017,epa2018,epa2019,epa2022,epa2023,opr2017,opr2018,opr2019,opr2022
48,8.139199602286851,8.803378163790715,26.279878460499653,8.989202368512714,1553,1583,1613,1613,1613,81.86,49.10084170854272,28.83,35.59724137931035
4967,27.872600926538716,15.472882115643209,12.509615384615385,30.555744677241453,1715,1618,1618,1618,1618,120.33,86.3,26.02,18.78838789376158
503,16.117331129931834,25.2504585030897,9.995567375886525,19.72386587771203,1593,1658.5,1691.25,1724,1724,97.53,92.98228839177752,24.898958333333333,35
51,43.917082822952985,27.013102472083887,18.15841584158416,15.976905311778289,1745,1690,1635,1729.5,1824,105.93,123.97013064133016,27.51,40.801021939953806
5842,7.123042505592842,17,16.06085455330168,11.793697761526273,1697,1697,1697,1697,1697,71.64,108.7,21.89,37.86759789596728
67,7.787223465075814,8,16.070175438596493,28,1836,1765,1832,1899,1899,78.32,143.72,24.014868421052633,48.6
829,27.85310492505353,8.54683998207082,26.15768435730453,21.822611464968155,1771,1616,1605.5,1595,1595,92.91,47.67,28.695948543087415,32.63
3357,51.971677559912855,32,21,37,1835,1835,1670,1738,1784,139.3640522875817,113.23,37.82,34.52
2771,24.903447268183232,31,17.01467414760466,19.988016776512882,1668,1668,1668,1668,1668,87.86127761194031,119.45,23.19,35.46873576992211
319,44.053447105970726,29,33,24.00356058951766,1815,1815,1772,1772,1772,106.2589168490153,170.83,33.15,48.077131564088084
1747,43.73791277408223,25,24.785986049461005,44.75289810860281,1802,1802,1630,1630,1630,105.49783369803062,92.06,31.27,27.51805979255644
302,19.021851638872917,24,25.014367816091955,20.01149425287356,1741,1741,1741,1741,1741,122.59082806210466,109.65,31.558126436781606,40.89348850574712
3538,43.78645651744969,24,35,33,1804,1804,1958,1753,1903,105.61492341356673,131.94,32.53,45.56
868,18.978148361127083,22,23.549951503394766,27.900591715976333,1737,1737,1684,1684,1684,122.30917193789534,101.3,30.35,44.282224852071
1533,16,21,23.86728208745668,28,1743,1743,1716.5,1690,1690,96.82,95.67,30.758959790209794,44.44
3707,52.14161220043573,21,16.053534086156418,28.25065824117957,1841,1841,1916,1916,1916,139.81973856209152,140.84,23.99,49.035071090047396
1706,10.138922298518635,16,35.15748031496064,44,1759,1759,1786,1813,1783,108.50674643874643,89.24,35.65973003374579,51.68
2655,24.85865689539873,16,24.98499399759904,34.30321908620833,1665,1665,1665,1665,1665,87.7032537313433,134.79,32.290606242497,21.092668269230767
133,44.12626272102192,14,19,53.087603305785116,1818,1818,1818,1818,1818,106.43455142231946,105.37,41.9,64.27606611570248
494,10.138922298518635,13,8.023248148326322,28.062198619181267,1759,1759,1759,1759,1759,108.50674643874643,123.49,32.07293447293447,44.53871809415769
1102,24.500599585740755,14.54594352308382,8.00937316930287,11.877094563611314,1709,1709,1709,1709,1709,86.44,81.13,32.01746924428822,38.13537112799533
1218,22.026252983293556,16.859245630174794,12.132230172927848,8.023909145248059,1678,1678,1678,1678,1678,137.89435560859187,107.8,25.23503875968992,35.927053197848174
1731,43.77041457043867,21.715584822828472,8.011845009968837,24.010106681639527,1706,1706,1756.5,1781.75,1807,105.57622950819672,98.93,32.02735042735043,48.090242841100505
1741,27.88885317197693,13.930972658000897,23.860329776915616,11.925742698160919,1716,1716,1716,1716,1716,120.40016326530612,77.7,30.75,38.291572180011684
20,7.896971121435894,23.936525307797535,26.36869635291687,11.929612536062619,1651,1651,1651,1651,1651,79.4237870538415,109.36,28.927436517533252,38.303997584541065
2013,24.009250738379585,9.611833258628415,7.985940246045694,11.84234589607588,1704,1704,1704,1704,1704,99.22823253082795,53.61,31.923796133567663,38.023798947983636
2363,7.540406334225596,8.85342895562528,16.405697022011218,12,1592,1592,1681,1770,1770,75.83763670647392,49.38,22.36,38.53
245,7.951454596194581,27.621015253006217,25.696488858879132,24.992757821552722,1628,1628,1693,1725.5,1758,79.97175460122699,126.76,28.19,50.215449015063726
2826,7.911320554121726,25.181946556593527,26.416610398379472,11.951289603057281,1654,1654,1654,1654,1654,79.56810647307925,92.73,28.98,38.373599033816426
2834,23.99516080250025,25.211818379317837,16.03150625809236,11.835396162568792,1703,1703,1703,1703,1703,99.17,92.84,21.85,38.001484511981296
359,23.972206137811234,21.89777359673879,15.117429146885337,24.985515643105444,1725,1725,1725,1725,1725,99.07513028372901,99.76,20.604166666666664,50.200898030127455
3641,23.972206137811234,20.091938367242705,37.76876267748479,23.99322416713721,1725,1725,1772,1770.5,1769,99.07513028372901,118.01,24.5,48.03643421795595
3940,16.98949969116739,12.482294935006724,25.696488858879132,21.20063694267516,1618,1618,1693,1721,1725,115.72847436689314,69.62,28.19,31.7
4499,25.28856426468985,16.229493500672344,9.99113475177305,28,1604,1604,1690.5,1777,1795,89.22,90.52,24.887916666666666,52.91
4944,24.903447268183232,21.447789275634992,17.01467414760466,19.988016776512882,1668,1668,1668,1668,1668,87.86127761194031,97.71,23.19,35.46873576992211
5254,32.777687538644074,27.573077233475917,15.465356234413802,45.24710189139719,1648,1648,1648,1648,1648,59.546132361870065,126.54,21.07837082066869,27.82194020744356
624,11.020766675852768,15.743612729717617,16.035087719298247,21,1795,1795,1828,1861,1861,105.08801969365425,87.81,23.962434210526318,31.4
6800,7.946570410324683,15.035410129986554,24.740367670228867,44.67053081147041,1627,1627,1627,1627,1627,79.92263190184049,83.86,31.212447852760736,27.46741305674192
694,52.26670597929063,28.509379327709933,16.070175438596493,11.772644692447441,1896,1896,1832,1768,1768,146.728725747247,161.75,24.014868421052633,37.8
708,9,15.992877809926553,24.801192175871716,44.780353874313604,1631,1631,1631,1631,1631,94.89,134.73,31.289184049079754,27.534942037827946
865,24.51493580551006,37.80074028377545,8.014059753954307,11.8840442971184,1710,1710,1710,1710,1710,86.49057928613225,129,32.03620386643234,38.15768556399767
88,11,27.318134129610204,12.125000000000002,8.019127316198446,1643,1643,1677,1677,1677,104.89,125.37,25.22,35.90564255827854
930,28.134903640256955,32,35,53.39421487603307,1778,1778,1778,1828.5,1879,93.85,169.61,35.5,64.64729752066117
1023,10.161978403802362,7.990934844192634,28,25,1763,1763,1763,1726,1696,108.75349287749287,143.55714447592067,29.68,50.23
1807,11.0084872700858,15.726071099935202,27,43.53863134657836,1793,1793,1793,1793,1793,104.97092997811814,87.71216155988859,32.73,55.85808498896247
6443,28.032596041909198,35.97908192911098,27,27,1720,1720,1720,1720,1720,121.02072176949942,145.2455549099361,29.62,40.14
2910,44,54.13726487036095,26,28.162190626645604,1972,1972,1972,1910,1848,106.13,216.1580681240468,40.08,48.88151658767773
1073,7.961222967934377,15.983072244132606,25,44.75289810860281,1630,1630,1630,1630,1630,80.07,134.6473942366646,14.27,27.51805979255644
2403,19.010925819436455,23.9862148190695,25,20,1740,1740,1740,1740,1740,122.52041403105233,109.58701895462379,31.54,40.87
330,44.101990849338186,13.992299229922992,22,53.058402203856744,1817,1817,1817,1817,1817,106.3760065645514,105.31204070407041,29.82,64.24071074380164
1241,28.119079734947476,23.962790697674418,20,28,1777,1777,1777,1777,1777,93.79721597300338,109.48,32.88,52.91
1690,44.12626272102192,14,19,43.73289183222958,1818,1818,1818,1801,1784,106.43455142231946,105.37,41.9,56.10731236203091
111,43.974314068885,27.98365440747227,17,43.927152317880804,1712,1712,1712,1809,1906,100.85109165207238,132.78244016345593,31.85,56.356539735099346
5190,43.917082822952985,28,12,20.057471264367813,1745,1745,1745,1745,1745,105.93,158.86,24.96,40.98744252873563
5460,25.05104645227157,53.89018810371123,9,16.99977143784373,1963,1963,1963,1880.5,1798,110.42501276161308,215.1715455007626,23.78,45.649386243386246
1410,44.19894498869631,27.251626195028074,26.156271899089,45,1639,1639,1639,1639,1639,133.3,125.06477784540475,14.93,27.67
1684,22.07875894988067,12.988766436317942,22.088531187122737,27.867455621301776,1682,1682,1682,1682,1682,138.22306682577565,123.38328978622327,29.94,44.22963313609467
1718,23.99516080250025,25.211818379317837,16.03150625809236,11.835396162568792,1703,1703,1703,1703,1703,99.17,92.84,21.85,38.001484511981296
1730,11.013390139987829,27.52288352491983,15.437203280103581,8,1645,1645,1645,1673,1673,105.01768107121121,126.30964805825244,21.04,35.82
1923,11.006695069993913,27.334761113255734,14.996978851963746,15.972286374133947,1644,1644,1644,1729,1814,104.9538405356056,125.44630553864882,20.44,40.78922632794457
2075,10.11586619323491,16.33424763991109,26.690074274139093,24,1755,1755,1755,1781,1781,108.26,91.1042662116041,29.28,48.07
3604,43.974314068885,27.98365440747227,20.05474452554744,11.897943764132572,1712,1712,1712,1712,1712,100.85109165207238,132.78244016345593,32.97,38.20231443600233
364,24.050982474774294,54.02863202545069,45.752953813104185,30.95079365079365,1887,1887,1887,1887,1887,154.88832713754647,189.70053022269354,37.04,45.80717460317461
4362,43.974581166955524,31.22531572139009,34.1225352112676,15.98152424942263,1730,1730,1730,1730,1730,132.62333911034085,120.31819235225956,34.61,40.81281755196304
4607,24.903447268183232,31,17.01467414760466,15.98614318706697,1668,1668,1668,1730.5,1793,87.86127761194031,119.45,23.19,40.82461316397228
461,24.97809788949073,31.092925659472424,28.206026629292225,16,1673,1673,1673,1732,1791,88.12465074626866,119.80806354916068,16.1,40.86
4776,27.88885317197693,13.930972658000897,23.860329776915616,11.925742698160919,1716,1716,1716,1716,1716,120.40016326530612,77.7,30.75,38.291572180011684
5010,22.06563245823389,12.98104422083856,16.405697022011218,38.18576075171665,1681,1681,1681,1581,1736,138.1408890214797,123.30993467933492,22.36,23.48
5205,7.9208868425789465,25.212396310591824,35.07887323943662,11.965740981053722,1656,1656,1656,1656,1656,79.66431941923776,92.84212817412333,35.58,38.42
548,23.01114637338818,28.01634559252773,9.01892346509672,11.911843231146745,1714,1714,1714,1714,1714,100.96890834792762,132.9375598365441,23.83,38.24694330800701
5511,7.530933461946418,8.842306557439821,26.899729912221474,19.774390066167253,1590,1590,1590,1590,1590,75.7423632935261,49.31796482412061,29.51,35.08965517241379
5801,17.946871310507674,26.99711838778088,17.04402244281398,27.983431952662723,1689,1689,1689,1689,1689,131.87959268004724,123.8967755344418,23.23,44.41370414201183
7457,7.123042505592842,17,16.06085455330168,16,1697,1697,1697,1732,1773,71.64,108.7,21.89,40.86
7498,34.51204432180828,17.03005303476723,17.973597359735972,11.814546962047533,1700,1700,1700,1700,1700,62.696880517951726,108.89216263995286,27.23,37.934541203974284
180,44.053447105970726,38,17.990088105726873,53,1815,1815,1815,1815,1764,106.2589168490153,129.68,27.25498348017621,64.17
4099,44.19894498869631,27.251626195028074,26.156271899089,45,1639,1639,1639,1639,1639,133.3,125.06477784540475,14.93,27.67
5712,28.032596041909198,35.97908192911098,27,36,1720,1720,1720,1720,1729,121.02072176949942,145.2455549099361,29.62,39.86
4635,18.956296722254166,23.990535290678782,38.021914648212224,32,1735,1735,1735,1735,1733,122.16834387579068,131.8879677605066,24.664215686274506,51.25
27,24.089219330855013,54.114528101802755,45.825693008355536,31,1890,1890,1890,1890,1890,155.1345724907063,190.0021208907741,37.09888712241653,45.88
1339,27.85310492505353,23.881880881024983,32.9813769751693,24,1771,1771,1771,1771,1771,92.91,109.1103432751829,33.13129232505643,43.04
2539,24.918377392444732,31.018585131894483,20.9874251497006,20,1669,1669,1669,1669,1836,87.91395223880598,119.52161270983214,37.797353293413174,35.49
3175,24.828796646875734,15.980780780780783,24.954981992797123,9,1663,1663,1663,1663,1781,87.59790447761196,134.6280900900901,32.251818727491,35.64
2338,17.98937426210153,27.06105472499291,25.696488858879132,21.902866242038215,1693,1693,1693,1693,1835,132.19191853600944,124.19019596199523,28.19,32.75
3176,24.84372677113723,15.99039039039039,24.96998799519808,34.28261655222262,1664,1664,1664,1664,1631,87.65057910447761,134.70904504504503,32.271212484993995,21.08
325,17,27.031241761493558,12.517346914519353,30.574629562703283,1619,1619,1619,1619,1754,115.8,124.05337654320986,26.03608158220025,18.8
4926,7.9208868425789465,25.212396310591824,35.07887323943662,11.965740981053722,1656,1656,1656,1656,1656,79.66431941923776,92.84212817412333,35.58,38.42
5484,26.965844402277042,8.781133367419796,26.713631151822455,8.109436069235066,1579,1579,1579,1579,1705,116.96185325743201,48.97677135678392,29.305842767295598,36.31
587,17.978748524203063,27.0450706406899,10,27.773177317731776,1692,1692,1692,1692,1725,132.11383707201887,124.11684085510686,24.91,44.08
4678,28.030139935414425,27.278652906029333,28,20.988715744223537,1860,1860,1860,1860,1860,93.5005382131324,125.18881042911461,37.92,31.383127350886618
3184,44.17480646438938,21.308768523871098,19.02090209020902,53.14600550964187,1820,1820,1820,1820,1820,106.55164113785555,97.07666117517847,41.94609460946094,64.34677685950413
3683,44.029175234286996,37.97906336088155,33.01820187534474,44.02426916712631,1814,1814,1814,1814,1814,106.20037199124725,129.60855096418734,36.2699944842802,51.708505239933814
695,11.02690637873625,15.752383544608822,27.04517568321249,43.611479028697566,1796,1796,1796,1796,1796,105.14656455142229,87.85891922005571,32.78476296709425,55.95154525386313
5166,11.0084872700858,15.726071099935202,27,43.53863134657836,1793,1793,1793,1793,1793,104.97092997811814,87.71216155988859,32.73,55.85808498896247
3655,36.02020202020202,32.089988751406075,35.09842519685039,24.02695115103874,1783,1783,1783,1783,1783,106.95998877665544,170.08696850393702,35.59983127109111,48.12398090960134
9312,28.134903640256955,32,35,28.01575689364097,1778,1778,1778,1778,1778,93.85,169.61,35.5,52.939774901519414
6045,27.83737759308004,23.86839591158341,32.962753950338595,12,1770,1770,1770,1770,1770,92.85753811405985,109.04873382104671,33.112584650112865,38.53
4270,10.173506456444224,8,28.031764038570618,16.990373725934315,1765,1765,1765,1765,1765,108.8768660968661,143.72,29.713669880884854,45.624150622876556
7890,10.150450351160499,16.018192154633315,8.03237065901231,24.971639251276233,1761,1761,1761,1761,1761,108.63011965811965,89.3414667424673,32.10940170940171,44.589359047078844
11,44.01775235377924,12.02061855670103,17.029209621993125,20.103448275862068,1749,1749,1749,1749,1749,106.17281948424069,112.00211340206185,23.20981099656358,41.08139655172413
6081,16.009179575444637,27.983954154727794,11.993123209169056,20.04597701149425,1744,1744,1744,1744,1744,96.87554790590936,158.76896275071636,24.945696275071636,40.9639540229885
7211,19.010925819436455,23.9862148190695,25,20,1740,1740,1740,1740,1740,122.52041403105233,109.58701895462379,31.54,40.87
818,27.88885317197693,13.930972658000897,23.860329776915616,11.925742698160919,1716,1716,1716,1716,1716,120.40016326530612,77.7,30.75,38.291572180011684
7617,43.974314068885,27.98365440747227,17,11.897943764132572,1712,1712,1712,1712,1712,100.85109165207238,132.78244016345593,31.85,38.20231443600233
5907,43.821728069348914,14.537432145949188,8.004686584651436,11.870144830104229,1708,1708,1708,1708,1708,105.7,81.08252779403159,31.998734622144116,38.113056691992995
1561,17.978748524203063,27.0450706406899,10,27.773177317731776,1692,1692,1692,1692,1692,132.11383707201887,124.11684085510686,24.91,44.08
4096,17.91499409681228,45.95790184856393,23.577920566937987,27.933727810650886,1686,1686,1686,1686,1686,131.64534828807558,123.67671021377672,30.386045130641328,44.33481656804733
226,24.85865689539873,16,24.98499399759904,34.30321908620833,1665,1665,1665,1665,1665,87.7032537313433,134.79,32.290606242497,21.092668269230767
1646,8.969693365527394,5.326037536346814,16.112701542348436,43.47863822530078,1564,1564,1564,1564,1564,94.57046705054383,29.70597435897436,24.078418367346938,26.73453154875717
